Asunto,Reseña,Fecha,Calificación
Nerven sparen nie wieder ÖBB fahren .,"Hi, werde nie wieder in Feldkirch Vlbg. am Schalter eine Reiseversicherung von der Europäischen Reiseversicherung abschließen, denn wenn diese bezahlen müssen gibts leider nichts, außer Ausreden genau wie die ÖBB danke nie wieder . Kann ich nicht weiterempfehlen und die Beratung am Schalter ist nur miserabel. Danke für nichts ausser Spesen (200€) haben wir nicht bekommen. Nerven sparen nie wieder ÖBB fahren . Nehmen sie das Auto ist billiger als der Autozug nur Abzocke. Uns sehen sie nie wieder.",2025-07-28,1
contacted the company ÖBB,"contacted the company ÖBB, and they replied that it is not their responsibility. This is terrible, especially considering the incident happened in the first-class carriage.

To whom it may concern,

I am writing to report a theft that occurred on board a train traveling from Vienna to Budapest Keleti on July 25th, 2025.

Train: RJX 61
Carriage: Wagen 26 – Seats 81/82
Departure time: 11:40 AM from Vienna
Arrival time: 14:19 PM at Budapest Keleti

Upon arrival in Budapest, I noticed that my backpack had been stolen during the trip. I searched for assistance at the train station but was unable to find any immediate help.

Later, upon arriving at my hotel (Budapest Marriott), the staff kindly assisted me and contacted the train station. Fortunately, the backpack was found inside the train’s restroom, but unfortunately, my Dell laptop and a pair of valuable sunglasses were missing.

These items are of great financial and personal importance to me.

I would like to know if there is any possibility to access the security footage from inside the train, especially in or near Wagen 26, to help identify the individual(s) responsible for this theft.

I have attached my train ticket to this email for your reference.

Please let me know what steps I should take next or if any formal complaint is needed.

Thank you for your assistance.",2025-07-27,1
Der Zug sollte um 8.07 uhr losfahren,"Der Zug sollte um 8.07 uhr losfahren, jetzt ist es 8.35 und er ist immer noch nicht losgefahren (ohne irgendeinen Grund). Einfach nur respektlos, verpasse jetzt meinen Termin. Nachdem ich jetzt ausgestiegen bin habe ich gesehen, dass nicht einmal ein Zugfahrer drinnen sitzt. Das ist definitiv nicht in ordnung",2025-07-26,1
schlimmste nachtzugfahrt,schlimmste nachtzugfahrt! die sollen mal jemanden anstellen der für rühe in der nacht sorgt!,2025-07-26,1
Ich habe hier,"Ich habe hier, weil meine Kreditkarte aus irgendwelchen Gründen nicht angenommen wurde und dann doch wohl, eine Reise von Hamburg im Nachtzug nach Basel gebucht (die Fahrt war wichtig und dringend).
Einzelkabine für 819,80 Euro (Hin und Rückfahrt).
Als ich auf den Fehler hinwies, haben sie mir 130,-- Euro zurückerstattet von den letztendlich 1.639,60 Euro die ich bezahlt habe.Teils ging das ganze auch per Telefon. Echt unseriös!!!",2025-07-25,1
unglaublich was sich bahngesellschaften…,"unglaublich was sich bahngesellschaften erlauben!!! unglaublich! so viel für tickets verlangen weil man keine ausweichmöglichkeit hat! jeder einzelne zug verspätet, anschlusszüge werden verpasst. ich hoffe das jede bahngesellschafft eingeht und ihr alle euren job verliert und kein mensch auch nur dran denk einen zug zu nehmen! der staat sollte bahngesellschaften zur rechenschafft ziehen und konsequenzen setzen! so wird man nie was für die umwelt machen weil kein mensch der eine andere möglichkeit hat je auf züge unsteigen wird!!! unfreundlich, unfähig, kein deutsch und einfach nur eine absolute frechheit",2025-07-24,1
Fraudulent business,"Fraudulent business - they allow you to purchase tickets through their app for journeys outside Austria (in Italy in my case) - and once they have charged you, you find out that ticket is not electronic and has to be picked up in Vienna (Austria). I have emailed them to ask for a refund and they offered none. Total scam, beware and avoid!",2025-07-24,1
drauf geschissen!!!,drauf geschissen!!!,2025-07-23,1
"22.7., Öbb verunmöglicht Zugfahrt...","22.7., 20.20Uhr , Graz HBf. Abfahrtstafel zeigt an: 20.26 Uhr, RJ Graz-Wien, Bahnsteig 6 (mit kaputter Rolltreppe). Am Bahnsteig ist nichts! Eine Bahnkundin hinter mir sucht mit mir den Railjet - vergeblich. Dann plötzlich zeigt am Bahnsteig die Abfahrtstafel (um 20.22 Uhr!!) dass der RJ vom Bahnsteig 2 abfährt - um 20.26Uhr! Ich eile gehbehindert, an den kaputten Rolltreppen vorbei zum Lift und bin um 20.24 Uhr am Bahnsteig 2. Schaffnerin schliesst unmittelbar vor mir die Wagentüren - vom Bahnsteig aus, sieht mich, tut nichts aber steigt ein und nach einer Minute fährt der RJ ab...Das alles kommt doch eher als barriereerzeugende Kundenverhöhnung bzw. Sauerei, als deutliche Unfähigkeit rüber...
Das also will anscheinend die öbb uns sagen!",2025-07-23,1
ÖBB im Jahr 2025,"Online ein Ticket gekauft, Wien - Villach, erste Klasse mit Sitzplatzreservierung.
Erste Klasse besteht aus zwei Waggons, der erste entsprechend adäquat, der zweite gleich dahinter als Mehrpersonenabteile. Sitplatzreservierung genau on diesem Waggon. Abteil miefig und in die Jahre gekommen. Der Zugbegleiter hat sich nur auf die Sitzplatzreservierung orientiert, jedoch nicht auf die Waggonnummer. D.h. die Sitzplatznummer stimmt nicht mit der Waggonnummer überein. Infolge wurde aufgrund geringer Auslastung in den anderen erste Klasse Waggon gewechselt. Unglaublich, zwei komplett unterschiedliche Waggons als erste Klasse zu verkaufen.",2025-07-23,1
Wie kann es es sein das mein Geburtstag…,"Wie kann es sein das mein Geburtstag häufiger vorkommt, als eine Pünktlichkeit am Zug.",2025-08-09,1
Ich habe heute ein Frühstück an Bord…,"Ich habe heute ein Frühstück an Bord gekauft.

Leider entsprach die Qualität nicht meinen Erwartungen. Die Butter war noch fast gefroren, die Semmel wirkte altbacken – als wäre sie vom Vortag – und war porig und trocken. Das Porridge war sehr wässrig und geschmacklos.

Ich hätte mir bei dem Preis eine deutlich bessere Qualität gewünscht.",2025-07-22,1
Sin asientos asignados con menores,"Sin asientos asignados con menores, mientras que otros viajeros si los tenían. Tuvimos que estar yendo de un asiento para otro durante todo el trayecto",2025-07-21,1
Behinderung von Behinderten durch die ÖBB,"Ich habe eine Behinderung von 80% und wollte die Verbindung Bregenz - Wels am 10.08.2025 buchen.
Ging online nicht. Ich wollte Hilfe bei 051717 holen.
Dort wurde mir gesagt, dass am 10.08. ein Schienenersatzverkehr zwischen Kufstein und Salzburg eingesetzt wird, nur, für den Schienenersatzverkehr kann kein Sitzplatz reserviert werden. Ich habe, wie erwähnt, eine Behinderung von 80% und werde zusätzlich von der ÖBB behindert. Ich kann mir einfach nicht zumuten, in Kufstein zu stehen und nicht weiter zu kommen. Danke ÖBB und Klimaticket. Bei der Westbahn kann mann wenigstens buchen, allerdings muss ich da um 5:09 Uhr in Bregenz abfahren. Danke Westbahn für die Kundenorientierung. Ich habe mich diesbezüglich auch an den Volksanwalt gewandt... - Meine Meinung, Behinderte werden von der ÖBB behindert......",2025-07-20,1
Wir sind mit dem Rad von Leibnitz nach…,"Wir sind mit dem Rad von Leibnitz nach Spittal mit der ÖBB . Am besten man macht die Buchung selbst, die ÖBB Bediensteten sind komplett inkompetent und unfreundlich..der Gipfel war aber dass wir für die Fahrräder eine Stellplatz Reservierung zahlen mussten im Zug selbst gab es keine Stellplätze, der Schaffner meinte nur ""ich weiss "" und lehnte zig Fahrräder übereinander, eine absolute Frechheit...ausser teuer...ohne Klimaticket..nur Hinfahrt für 3 Personen 250,00 Euro..einfach nur eine Frechheit",2025-07-20,1
Auf ganzer Schiene versagt,"Also einfach nur skandalös, was für ein Sa*haufen!😡 Nur 2 Wochen vor unserem Urlaub teilte man uns mit das unser Zug für die Heimfahrt gestrichen wurde.. Wir bekamen eine unnütze E-Mail in der uns nur der Entfall mitgeteilt wurde. Über Geldrückerstattung wurde nicht informiert als auch nicht über Alternativen, der Kundenservice wurde auch in keinster Weise erwähnt. Frecher geht es nicht ihr Versager!!!🤬🤬",2025-07-20,1
Bodenlos,"Alles begann, als meine beste Freundin und ich uns einen schönen Urlaub in Jesolo machen wollten. Doch das alles fiel zusammen wie ein Kartenhaus und das NUR ZWEI WOCHEN davor. Wie sich rausstellte sollte unser Zug heim AUSFALLEN und das alles teilte man uns in einer nicht sehr informativen Email mit, in welcher nicht erwähnt wurde wie wir unseren Heimweg bestreiten sollten. Also übersetzt: wir sollten für immer in Jesolo bleiben. Danke für nichts 🙂",2025-07-20,1
ÖBB = Österreichische Bundes Beidln!,,2025-07-19,1
Würde 0 Sterne geben wenn es ginge!,"Wenn ich 0 Sterne geben könnte würde ich es machen!
Fahre oft nach Tirol über Salzburg, kann man vergessen! Der Umstieg geht sich nie aus! Dann wartet man zwischen 1-2 h bis der nächste Zug kommt falls er überhaupt kommt… Nicht selbstverständlich das hier ein Zug kommt. Zugfahrten in meine Arbeit kann man auch vergessen statt 2 h fahrt man hier schon mal 3-4 h da Züge abgesagt werden, nicht weg fahren oder sich verspäten! Danach kann man sich noch von unhöflichen Personal anhören nein der Anschlusszug wartet nicht wieso fragen sie so blöd?
Sehr freches Personal! Kein Verlass auf diesen Witzverein! Da zahlen wir für Zugtickets und zusätzlich für die Sitzplätze und dann wird man noch vom Personal angefaucht… Wir zahlen Ihr Gehalt durch unsere Tickets die wir bezahlen! Nicht umgekehrt! Bisschen Respekt und Menschlichkeit würde denen nicht schaden!
Fuhr täglich Zug, und jeden Tag war es das gleiche! Nicht mit mir! Mir reichts!
Fazit: Nehmt das Auto statt diesen Witz zu unterstützen!",2025-07-18,1
Stole me 100€,"I booked a ticket for a trip using OBB. There was an issue with someone else that was doing the trip with me so first instinct I undo the buying of the ticket, which is possible within 3 mins of buying it (it's what's said in the app).

After it is done, I lose the ticket and see I have no money back in my account. I call OBB and they say I downloaded the ticket (lol) and so I wasn't elligible for a refund, when the only thing I did was open the app and click undo. And even if I did so, why was the ""undo with refund"" option available?",2025-07-17,1
Inexistenter Kundenservice,"Inexistenter Kundenservice

Unser gebuchter Night Jet fährt statt von Hamburg erst von Hannover und ich erhalte keine Antwort auf meine Fragen an den Kundenservice!

Ich erhalte also erstens nicht was ich gebucht und bezahlt habe und zweitens nicht mal eine Antwort! Ich warte nun seit über zwei Wochen.",2025-07-17,1
Keine Kommunikation,"Keine Kommunikation, intercitybus verspätete sich 10min und dementsprechend fuhr der zug im gleichen Moment bei Ankunft weg anstatt 2min auf die Fahrgäste zu warten. es gab nichtmal ein warteraum(sanierung?) also musste man eine stunde im freien warten(regen). ob man termine hat oder so interessiert die öbb nicht.",2025-07-16,1
"RJ Graz-Wien, meiste Zeit ohne Schaffner - für Kunden.","RJ, 20.26Uhr, von Graz nach Wien. Schaffner macht eine Runde vor Bruck/Mur um dann unterzutauchen - ward anscheinend bis Wien nicht mehr gesehen, nicht mehr gesprochen...nicht mehr anzutreffen...
Angeblich war er vorne im sogenannten Trieb-Fahrzeug, beim Lokführer - und für die Bahn-Kunden einfach nicht vorhanden...
Was will uns die öbb damit sagen?",2025-09-02,1
Od 12 godzin próbuje zarezerwować dwa…,"Od 12 godzin próbuje zarezerwować dwa bilety Wiedeń- Warszawa . Wykonałam 20 lub więcej prób Zmarnowałam cały dzień i się nie udało. ÖBB blokuje dostep, mimo że w aplikacji widnieją bilety jako dostępne,
po czym nagle podwyższa cenę! . Źenujące! Kto mi zaplaci za stracony czas i nerwy.",2025-07-15,1
ÖBB Nightjet Nightmare,"I was traveling on with my family from Basel to Hamburg 13 July 2025. (NJ470) The sleeping cabins were fully booked so we have to book seats.
The seats had bad comfort. Hard armrests and the backrest could not be adjusted. No wifi. Bright light in the train during the night even though they switched of half of the flourescent lights late in the evening. There were no soap on the toilets and after a few hours the toilet paper ran out. No one came to refill it.
The train were delayed at worst two hours during the night but you didn't know it if you didn't look at DBs homepage when you could reach the cellular network near the cities. No signs, messages in loudspeakers or any information at all onbord the train.
On the hompage were clear information on which stations the train would stop, where people were allowed to board and not. During the night the train did several unannounced stops were people did board the train. During the entire travel (12 hours) I only saw staff from DB once. I guess the people who boarded and left the train during the night were free riders. Some passengers were drunk and seemed to be high on drugs and were shouting and arguing with other passengers and tried to take over their reserved seats. The coach didn't have any CCTV. I had to stay awake the whole night to be able to keep my family safe in case of fights or thieves. Finally we arrived at Hamburg 57 minutes late. At the first time we heard a voice in the loudspeakers. Though a pre-recorded voice wishing us a good day. No information at all.
If you ever think about boarding this train, bring an assault alarm. Bring soft pillows, blankets, noice cancelling headphones and sleeping masks to be able to sleep. Bring soap, toiletpaper and cleaning wipes to be able to use the toilet. Or just get yourself a hotel room and take the train next morning.",2025-07-15,1
Misleading information will get you fined.,"The OBB ticket machine at Vienna airport offers a journey to center of Vienna for 7 euros. For 17 euros however they offer 72 hours travel all around Vienna using buses,trains and trams. Sounds like a reasonable deal?
Wrong.!!
You have just left yourself open to a 105 euro fine which will be rigorously enforced. If you have the audacity to question this, believing that you have done nothing wrong and not pay the on the spot fine and ask time to check and clarify, that will cost you
another 30 euros administration fee.
Yes, because the ticket they sell you at the ticket machine at Vienna airport for use all over Vienna is not valid to or from Vienna airport.
So you see it's all your fault, not theirs for being ambiguous or unclear.
135 euros in fines plus 17 euros for the original ticket or 36 euros door to door in an Uber?
I know what I will be doing if there's ever a next time...",2025-07-12,1
Nightjet. Ein Riesenskandal.,"Der Nightjet Amsterdam Wien. Ein Skandal! Wir hatten eine teure, luxuriöse Privatliege für zwei Personen gebucht, aber es war nur Platz für eine Person. Die andere musste auf dem Bettlaken sitzen!! Absolut unhygienisch... Ich habe mich damit nicht abgefunden und werde, möglicherweise über einen Anwalt, Schadensersatz einklagen. Der schlechteste Transportservice, den ich seit 60 Jahren erlebt habe.",2025-07-12,1
Sehr unfreundlich!!!!!,"Andauernd Verspätungen und sehr unfreundlich!!!
Und es gibt Personen im Zug angeblich „Mitarbeiter“ die schreien herum nur weil man lacht und Kinder gehören nicht auf die Arbeit!!!!!",2025-07-11,1
Keine Rücksicht,"Ich drücke auf den Halte Knopf, möchte aussteigen, Tür geht eine Sekunde auf für die Person die hereingeht, dann geht die Tür auf die Sekunde zu und ich habe keine Option mehr sie wieder aufzumachen da der Zug sofort weiterfährt. muss jetzt bis zur nächsten Station fahren. Nicht gut 👎👎👎👎👎",2025-07-09,1
